carat,cut,color,clarity,depth,table,price,x,y,z,volume,x/y_ratio,t/d_ratio,category_color,category_clarity
0.51,Ideal,F,VVS1,62.0,57.0,2787,5.11,5.15,3.18,83.69,0.99,0.92,Colorless,Very Very Slightly Included
1.11,Good,G,SI2,59.7,61.0,5438,6.72,6.69,4.0,179.83,1.0,1.02,Near Colorless,Slightly Included
0.41,Good,F,SI1,63.5,56.0,705,4.7,4.75,3.0,66.97,0.99,0.88,Colorless,Slightly Included
0.41,Very Good,D,SI1,60.3,63.0,717,4.78,4.8,2.89,66.31,1.0,1.04,Colorless,Slightly Included
0.7,Very Good,E,SI1,62.9,56.0,2386,5.57,5.65,3.53,111.09,0.99,0.89,Colorless,Slightly Included
1.01,Ideal,G,VS1,62.4,56.0,6794,6.44,6.39,4.0,164.61,1.01,0.9,Near Colorless,Very Slightly Included
1.1,Premium,I,SI2,62.4,59.0,3696,6.55,6.51,4.08,173.97,1.01,0.95,Near Colorless,Slightly Included
2.03,Very Good,J,SI2,61.7,61.0,11968,8.04,8.18,5.0,328.84,0.98,0.99,Near Colorless,Slightly Included
0.4,Ideal,E,VS2,62.6,57.0,975,4.73,4.7,2.95,65.58,1.01,0.91,Colorless,Very Slightly Included
1.01,Premium,F,VS1,59.4,60.0,7353,6.5,6.46,3.85,161.66,1.01,1.01,Colorless,Very Slightly Included
1.12,Good,F,VS2,63.8,57.0,6925,6.59,6.61,4.21,183.39,1.0,0.89,Colorless,Very Slightly Included
0.4,Premium,I,SI1,59.8,57.0,765,4.83,4.8,2.88,66.77,1.01,0.95,Near Colorless,Slightly Included
2.2,Ideal,H,VS2,61.7,55.0,17460,8.41,8.38,5.18,365.06,1.0,0.89,Near Colorless,Very Slightly Included
0.3,Premium,E,VS2,61.9,61.0,844,4.32,4.28,2.66,49.18,1.01,0.99,Colorless,Very Slightly Included
1.16,Ideal,E,SI1,61.9,55.0,6755,6.74,6.79,4.19,191.75,0.99,0.89,Colorless,Slightly Included
0.91,Very Good,F,VS2,60.8,57.0,4606,6.24,6.25,3.8,148.2,1.0,0.94,Colorless,Very Slightly Included
0.4,Premium,D,SI1,60.9,60.0,689,4.74,4.78,2.9,65.71,0.99,0.99,Colorless,Slightly Included
0.5,Very Good,E,VS2,60.2,60.0,1561,5.13,5.17,3.1,82.22,0.99,1.0,Colorless,Very Slightly Included
1.05,Fair,F,SI2,66.0,60.0,3615,6.3,6.22,4.13,161.84,1.01,0.91,Colorless,Slightly Included
0.54,Ideal,H,SI1,62.1,56.0,1178,5.18,5.26,3.24,88.28,0.98,0.9,Near Colorless,Slightly Included
0.41,Ideal,F,VS1,62.5,57.0,1007,4.75,4.76,2.97,67.15,1.0,0.91,Colorless,Very Slightly Included
0.26,Premium,E,VVS1,61.8,58.0,769,4.14,4.11,2.55,43.39,1.01,0.94,Colorless,Very Very Slightly Included
1.2,Ideal,H,SI1,61.7,55.0,5822,6.86,6.82,4.22,197.43,1.01,0.89,Near Colorless,Slightly Included
0.51,Ideal,D,SI1,62.9,57.0,1574,5.12,5.09,3.21,83.66,1.01,0.91,Colorless,Slightly Included
1.01,Very Good,F,VVS2,62.3,56.0,8922,6.38,6.42,3.99,163.43,0.99,0.9,Colorless,Very Very Slightly Included
1.5,Very Good,I,VS1,63.3,54.0,11879,7.26,7.33,4.62,245.86,0.99,0.85,Near Colorless,Very Slightly Included
1.5,Fair,I,SI1,56.7,63.0,7912,7.52,7.57,4.28,243.64,0.99,1.11,Near Colorless,Slightly Included
0.91,Premium,G,SI2,62.8,59.0,3047,6.14,6.12,3.85,144.67,1.0,0.94,Near Colorless,Slightly Included
0.4,Very Good,E,VVS2,62.3,57.0,1043,4.68,4.72,2.93,64.72,0.99,0.91,Colorless,Very Very Slightly Included
0.53,Premium,D,VS2,60.2,58.0,1808,5.23,5.26,3.16,86.93,0.99,0.96,Colorless,Very Slightly Included
1.3,Ideal,G,VVS2,60.9,57.0,11853,7.04,7.11,4.31,215.73,0.99,0.94,Near Colorless,Very Very Slightly Included
0.98,Fair,E,SI2,53.3,67.0,2855,6.82,6.74,3.61,165.94,1.01,1.26,Colorless,Slightly Included
0.3,Ideal,G,VS1,62.3,56.0,605,4.29,4.32,2.68,49.67,0.99,0.9,Near Colorless,Very Slightly Included
0.37,Ideal,F,VS2,61.1,57.0,746,4.63,4.67,2.84,61.41,0.99,0.93,Colorless,Very Slightly Included
0.77,Ideal,J,SI1,62.0,57.0,2257,5.84,5.87,3.63,124.44,0.99,0.92,Near Colorless,Slightly Included
0.58,Ideal,H,SI1,60.9,57.0,1421,5.38,5.33,3.26,93.48,1.01,0.94,Near Colorless,Slightly Included
0.52,Ideal,G,VS1,62.3,54.0,1629,5.15,5.18,3.22,85.9,0.99,0.87,Near Colorless,Very Slightly Included
0.8,Ideal,D,SI1,61.7,56.0,3195,5.96,6.0,3.69,131.95,0.99,0.91,Colorless,Slightly Included
1.0,Ideal,D,SI1,60.5,57.0,5880,6.52,6.48,3.93,166.04,1.01,0.94,Colorless,Slightly Included
2.16,Ideal,I,SI2,61.9,54.0,15124,8.29,8.33,5.14,354.95,1.0,0.87,Near Colorless,Slightly Included
1.21,Premium,H,SI2,62.7,59.0,5324,6.75,6.78,4.24,194.04,1.0,0.94,Near Colorless,Slightly Included
0.44,Premium,I,VVS2,61.5,57.0,1063,4.92,4.87,3.01,72.12,1.01,0.93,Near Colorless,Very Very Slightly Included
1.15,Premium,G,SI1,62.0,58.0,4863,6.77,6.68,4.17,188.58,1.01,0.94,Near Colorless,Slightly Included
2.06,Premium,G,SI2,61.8,58.0,16437,8.1,8.15,5.02,331.4,0.99,0.94,Near Colorless,Slightly Included
0.7,Ideal,E,VVS2,62.8,56.0,3238,5.68,5.6,3.54,112.6,1.01,0.89,Colorless,Very Very Slightly Included
2.04,Premium,J,VS2,61.4,59.0,13477,8.04,8.14,4.97,325.26,0.99,0.96,Near Colorless,Very Slightly Included
1.72,Premium,H,VS2,61.9,56.0,13122,7.74,7.67,4.77,283.17,1.01,0.9,Near Colorless,Very Slightly Included
0.67,Ideal,F,SI2,62.0,58.0,1673,5.6,5.63,3.48,109.72,0.99,0.94,Colorless,Slightly Included
1.04,Ideal,H,SI1,62.7,54.0,4515,6.51,6.47,4.07,171.43,1.01,0.86,Near Colorless,Slightly Included
1.51,Premium,J,VS2,62.8,59.0,7553,7.28,7.2,4.55,238.49,1.01,0.94,Near Colorless,Very Slightly Included
0.35,Premium,H,SI1,60.0,61.0,630,4.6,4.57,2.75,57.81,1.01,1.02,Near Colorless,Slightly Included
0.55,Premium,D,VS2,61.3,60.0,1928,5.28,5.29,3.24,90.5,1.0,0.98,Colorless,Very Slightly Included
0.41,Very Good,F,SI1,61.9,55.0,769,4.78,4.81,2.97,68.29,0.99,0.89,Colorless,Slightly Included
0.4,Ideal,F,VVS1,61.5,56.0,1128,4.73,4.77,2.92,65.88,0.99,0.91,Colorless,Very Very Slightly Included
0.41,Very Good,G,VVS2,62.9,56.0,1007,4.7,4.74,2.97,66.17,0.99,0.89,Near Colorless,Very Very Slightly Included
0.51,Ideal,D,VS2,61.2,55.0,1882,5.18,5.16,3.16,84.46,1.0,0.9,Colorless,Very Slightly Included
1.28,Very Good,G,VVS2,59.5,56.0,11478,7.12,7.16,4.25,216.66,0.99,0.94,Near Colorless,Very Very Slightly Included
0.49,Premium,E,SI2,61.7,57.0,949,5.08,5.06,3.13,80.46,1.0,0.92,Colorless,Slightly Included
1.14,Premium,G,SI1,62.3,59.0,5650,6.69,6.66,4.16,185.35,1.0,0.95,Near Colorless,Slightly Included
0.84,Ideal,D,VVS1,62.0,54.0,6399,6.04,6.08,3.76,138.08,0.99,0.87,Colorless,Very Very Slightly Included
1.1,Premium,E,VVS2,60.1,58.0,10577,6.76,6.69,4.04,182.71,1.01,0.97,Colorless,Very Very Slightly Included
0.4,Good,F,SI1,63.6,57.0,737,4.67,4.7,2.98,65.41,0.99,0.9,Colorless,Slightly Included
0.33,Ideal,D,SI2,62.4,56.0,492,4.41,4.44,2.76,54.04,0.99,0.9,Colorless,Slightly Included
0.48,Ideal,F,IF,62.0,54.0,2059,5.0,5.05,3.11,78.53,0.99,0.87,Colorless,Internally Flawless
0.38,Good,G,VS1,63.9,60.0,962,4.59,4.52,2.91,60.37,1.02,0.94,Near Colorless,Very Slightly Included
0.45,Ideal,G,VVS1,61.5,57.0,1297,4.91,4.95,3.03,73.64,0.99,0.93,Near Colorless,Very Very Slightly Included
0.5,Premium,E,SI1,62.6,56.0,1314,5.07,5.06,3.17,81.32,1.0,0.89,Colorless,Slightly Included
0.73,Ideal,E,VS2,61.4,55.0,2902,5.82,5.8,3.57,120.51,1.0,0.9,Colorless,Very Slightly Included
0.77,Premium,E,VS1,60.8,56.0,3260,5.95,5.9,3.6,126.38,1.01,0.92,Colorless,Very Slightly Included
1.11,Ideal,G,SI1,62.6,57.0,5428,6.64,6.56,4.13,179.9,1.01,0.91,Near Colorless,Slightly Included
1.21,Premium,E,VS1,60.8,59.0,9541,6.86,6.82,4.16,194.63,1.01,0.97,Colorless,Very Slightly Included
1.25,Very Good,H,VS2,62.9,60.0,7227,6.77,6.83,4.28,197.9,0.99,0.95,Near Colorless,Very Slightly Included
0.48,Ideal,G,SI1,61.6,55.0,1145,5.06,5.1,3.13,80.77,0.99,0.89,Near Colorless,Slightly Included
0.29,Very Good,H,VS1,62.2,56.0,444,4.24,4.27,2.64,47.8,0.99,0.9,Near Colorless,Very Slightly Included
2.01,Premium,J,VVS1,62.2,58.0,15836,8.1,7.89,5.0,319.54,1.03,0.93,Near Colorless,Very Very Slightly Included
0.35,Ideal,H,VVS1,61.5,57.0,798,4.53,4.54,2.79,57.38,1.0,0.93,Near Colorless,Very Very Slightly Included
0.61,Ideal,H,VVS1,60.3,56.0,2237,5.52,5.55,3.34,102.32,0.99,0.93,Near Colorless,Very Very Slightly Included
1.01,Ideal,D,VVS2,61.6,57.0,12996,6.44,6.48,3.98,166.09,0.99,0.93,Colorless,Very Very Slightly Included
1.0,Very Good,E,SI1,61.4,60.0,6207,6.4,6.44,3.94,162.39,0.99,0.98,Colorless,Slightly Included
1.26,Premium,J,SI2,62.7,58.0,5038,6.95,6.9,4.34,208.12,1.01,0.93,Near Colorless,Slightly Included
0.53,Premium,D,VVS2,62.7,60.0,2514,5.19,5.12,3.23,85.83,1.01,0.96,Colorless,Very Very Slightly Included
0.3,Premium,F,VVS2,61.1,59.0,945,4.32,4.29,2.63,48.74,1.01,0.97,Colorless,Very Very Slightly Included
0.34,Ideal,G,VVS1,61.8,56.0,1000,4.45,4.51,2.77,55.59,0.99,0.91,Near Colorless,Very Very Slightly Included
0.31,Ideal,D,VS2,62.4,57.0,662,4.34,4.31,2.7,50.5,1.01,0.91,Colorless,Very Slightly Included
0.36,Premium,E,VS2,61.3,60.0,1013,4.59,4.54,2.8,58.35,1.01,0.98,Colorless,Very Slightly Included
0.38,Ideal,H,VVS1,62.3,53.3,894,4.63,4.66,2.9,62.57,0.99,0.86,Near Colorless,Very Very Slightly Included
1.0,Very Good,G,SI1,61.0,56.7,5522,6.44,6.47,3.94,164.17,1.0,0.93,Near Colorless,Slightly Included
0.33,Premium,H,VS1,61.5,58.0,743,4.46,4.39,2.72,53.26,1.02,0.94,Near Colorless,Very Slightly Included
0.32,Ideal,D,VS2,62.0,55.0,972,4.42,4.38,2.73,52.85,1.01,0.89,Colorless,Very Slightly Included
0.35,Ideal,D,SI1,61.6,56.0,644,4.49,4.53,2.78,56.54,0.99,0.91,Colorless,Slightly Included
0.52,Ideal,E,SI1,61.1,57.0,1656,5.2,5.17,3.16,84.95,1.01,0.93,Colorless,Slightly Included
0.54,Ideal,I,VS1,61.9,54.0,1216,5.24,5.29,3.26,90.37,0.99,0.87,Near Colorless,Very Slightly Included
0.3,Premium,I,IF,60.5,59.0,631,4.32,4.34,2.62,49.12,1.0,0.98,Near Colorless,Internally Flawless
1.67,Premium,H,SI2,62.6,60.0,8118,7.57,7.52,4.72,268.69,1.01,0.96,Near Colorless,Slightly Included
0.52,Ideal,G,VS1,61.8,55.0,1689,5.17,5.21,3.21,86.46,0.99,0.89,Near Colorless,Very Slightly Included
0.31,Good,J,SI2,63.3,58.0,335,4.34,4.35,2.75,51.92,1.0,0.92,Near Colorless,Slightly Included
0.91,Very Good,D,SI2,62.7,59.0,3298,6.16,6.22,3.88,148.66,0.99,0.94,Colorless,Slightly Included
0.41,Ideal,I,IF,62.6,57.0,1007,4.74,4.78,2.98,67.52,0.99,0.91,Near Colorless,Internally Flawless
0.4,Premium,G,SI1,61.4,60.0,900,4.71,4.67,2.88,63.35,1.01,0.98,Near Colorless,Slightly Included
0.43,Ideal,D,SI1,61.5,56.0,830,4.82,4.87,2.98,69.95,0.99,0.91,Colorless,Slightly Included
1.24,Premium,F,SI2,62.8,60.0,5583,6.84,6.82,4.29,200.12,1.0,0.96,Colorless,Slightly Included
0.46,Ideal,E,VVS2,62.6,55.0,1657,4.92,4.95,3.09,75.25,0.99,0.88,Colorless,Very Very Slightly Included
0.34,Premium,H,VVS1,61.2,60.0,775,4.46,4.5,2.74,54.99,0.99,0.98,Near Colorless,Very Very Slightly Included
1.01,Ideal,G,VS2,61.7,57.0,6104,6.48,6.45,3.99,166.77,1.0,0.92,Near Colorless,Very Slightly Included
0.85,Ideal,D,VVS1,62.0,56.0,7230,6.05,6.11,3.77,139.36,0.99,0.9,Colorless,Very Very Slightly Included
0.27,Very Good,E,VVS1,62.4,55.0,591,4.18,4.22,2.62,46.22,0.99,0.88,Colorless,Very Very Slightly Included
0.34,Ideal,E,SI2,61.4,55.0,454,4.5,4.52,2.77,56.34,1.0,0.9,Colorless,Slightly Included
1.5,Very Good,I,SI1,60.2,63.0,7140,7.38,7.33,4.43,239.64,1.01,1.05,Near Colorless,Slightly Included
0.71,Very Good,E,VS2,62.7,59.0,2830,5.65,5.7,3.56,114.65,0.99,0.94,Colorless,Very Slightly Included
0.52,Ideal,E,VS2,62.1,56.0,1694,5.2,5.17,3.22,86.57,1.01,0.9,Colorless,Very Slightly Included
0.31,Premium,H,VS1,61.4,61.0,698,4.36,4.33,2.67,50.41,1.01,0.99,Near Colorless,Very Slightly Included
0.55,Ideal,J,SI1,61.2,55.0,982,5.29,5.3,3.24,90.84,1.0,0.9,Near Colorless,Slightly Included
0.4,Ideal,H,VVS2,62.2,56.0,877,4.7,4.75,2.94,65.64,0.99,0.9,Near Colorless,Very Very Slightly Included
0.43,Very Good,I,VS1,60.9,55.0,730,4.89,4.99,3.01,73.45,0.98,0.9,Near Colorless,Very Slightly Included
0.59,Ideal,I,VVS1,62.2,55.0,1838,5.38,5.39,3.35,97.14,1.0,0.88,Near Colorless,Very Very Slightly Included
0.79,Very Good,E,SI1,63.2,56.0,3053,5.91,5.83,3.71,127.83,1.01,0.89,Colorless,Slightly Included
1.01,Fair,G,I1,64.5,56.0,2287,6.32,6.26,4.06,160.63,1.01,0.87,Near Colorless,Included
0.3,Ideal,E,VVS1,59.5,60.0,826,4.36,4.38,2.6,49.65,1.0,1.01,Colorless,Very Very Slightly Included
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,115.06,1.01,0.93,Colorless,Very Slightly Included
2.01,Fair,G,VS2,67.5,55.0,17917,7.7,7.79,5.23,313.71,0.99,0.81,Near Colorless,Very Slightly Included
1.29,Ideal,J,VS1,62.0,57.0,5676,6.92,6.98,4.31,208.18,0.99,0.92,Near Colorless,Very Slightly Included
0.42,Ideal,H,VVS2,62.0,57.0,823,4.79,4.82,2.98,68.8,0.99,0.92,Near Colorless,Very Very Slightly Included
0.41,Ideal,F,VS1,62.1,56.0,1007,4.77,4.8,2.97,68.0,0.99,0.9,Colorless,Very Slightly Included
0.7,Very Good,G,VS2,61.3,57.0,2433,5.66,5.7,3.48,112.27,0.99,0.93,Near Colorless,Very Slightly Included
0.3,Very Good,G,VVS2,62.9,55.0,638,4.28,4.31,2.7,49.81,0.99,0.87,Near Colorless,Very Very Slightly Included
1.0,Ideal,F,VS2,62.8,57.0,6209,6.35,6.3,3.97,158.82,1.01,0.91,Colorless,Very Slightly Included
0.73,Very Good,D,VS2,63.5,58.0,3182,5.68,5.72,3.62,117.61,0.99,0.91,Colorless,Very Slightly Included
1.27,Very Good,H,SI2,63.1,57.0,4978,6.88,6.84,4.33,203.77,1.01,0.9,Near Colorless,Slightly Included
0.32,Ideal,E,VS2,62.0,57.0,702,4.37,4.41,2.72,52.42,0.99,0.92,Colorless,Very Slightly Included
0.34,Premium,F,SI1,59.3,60.0,566,4.52,4.58,2.7,55.89,0.99,1.01,Colorless,Slightly Included
0.34,Ideal,E,VVS2,62.3,57.0,835,4.44,4.48,2.78,55.3,0.99,0.91,Colorless,Very Very Slightly Included
1.75,Very Good,I,SI2,61.2,57.0,10098,7.71,7.76,4.73,282.99,0.99,0.93,Near Colorless,Slightly Included
0.56,Premium,D,SI1,61.4,58.0,1723,5.29,5.33,3.26,91.92,0.99,0.94,Colorless,Slightly Included
1.35,Premium,I,SI1,62.1,58.0,6340,7.07,7.0,4.37,216.27,1.01,0.93,Near Colorless,Slightly Included
1.51,Good,H,VS2,63.8,56.0,7949,7.24,7.17,4.6,238.79,1.01,0.88,Near Colorless,Very Slightly Included
1.16,Premium,D,I1,61.8,59.0,3644,6.74,6.78,4.18,191.01,0.99,0.95,Colorless,Included
1.54,Premium,J,SI1,61.1,58.0,5028,7.48,7.41,4.55,252.19,1.01,0.95,Near Colorless,Slightly Included
0.3,Ideal,F,VVS1,62.4,56.0,868,4.28,4.31,2.68,49.44,0.99,0.9,Colorless,Very Very Slightly Included
1.0,Premium,F,SI1,61.8,58.0,5151,6.44,6.37,3.96,162.45,1.01,0.94,Colorless,Slightly Included
0.5,Ideal,D,VS2,62.3,55.0,1845,5.11,5.07,3.17,82.13,1.01,0.88,Colorless,Very Slightly Included
1.51,Very Good,J,VVS2,62.6,63.0,8550,7.24,7.29,4.55,240.15,0.99,1.01,Near Colorless,Very Very Slightly Included
0.43,Good,H,VVS1,60.0,61.0,1000,4.91,4.93,2.95,71.41,1.0,1.02,Near Colorless,Very Very Slightly Included
0.83,Very Good,G,VS2,62.7,58.0,3195,5.97,6.03,3.76,135.36,0.99,0.93,Near Colorless,Very Slightly Included
1.2,Very Good,F,VS1,61.6,61.0,9203,6.81,6.86,4.21,196.68,0.99,0.99,Colorless,Very Slightly Included
0.9,Very Good,I,VS2,58.4,62.0,3334,6.29,6.35,3.69,147.38,0.99,1.06,Near Colorless,Very Slightly Included
1.23,Premium,G,VS1,59.6,60.0,8145,6.94,6.99,4.15,201.32,0.99,1.01,Near Colorless,Very Slightly Included
0.7,Very Good,F,SI1,62.3,57.0,2267,5.62,5.65,3.51,111.45,0.99,0.91,Colorless,Slightly Included
1.7,Ideal,F,VS2,61.3,54.0,17662,7.72,7.67,4.72,279.48,1.01,0.88,Colorless,Very Slightly Included
1.11,Premium,G,SI2,61.5,58.0,4670,6.6,6.67,4.08,179.61,0.99,0.94,Near Colorless,Slightly Included
0.41,Ideal,E,VVS2,62.3,56.0,1243,4.78,4.75,2.97,67.43,1.01,0.9,Colorless,Very Very Slightly Included
0.5,Ideal,E,SI2,61.1,58.0,1185,5.09,5.13,3.12,81.47,0.99,0.95,Colorless,Slightly Included
1.52,Premium,F,VS2,62.2,58.0,12985,7.38,7.29,4.56,245.33,1.01,0.93,Colorless,Very Slightly Included
0.53,Ideal,G,VS2,60.1,54.0,1607,5.31,5.3,3.19,89.78,1.0,0.9,Near Colorless,Very Slightly Included
1.52,Premium,D,SI2,60.2,60.0,8897,7.46,7.4,4.47,246.76,1.01,1.0,Colorless,Slightly Included
0.53,Ideal,D,SI1,62.0,55.0,1631,5.22,5.24,3.24,88.62,1.0,0.89,Colorless,Slightly Included
0.32,Ideal,H,VS1,62.7,56.0,672,4.42,4.39,2.76,53.55,1.01,0.89,Near Colorless,Very Slightly Included
1.34,Ideal,H,VS1,61.6,57.0,8780,7.14,7.07,4.38,221.1,1.01,0.93,Near Colorless,Very Slightly Included
0.5,Good,E,SI1,64.0,56.0,1090,5.03,4.97,3.2,80.0,1.01,0.88,Colorless,Slightly Included
0.32,Very Good,J,SI1,63.0,58.0,374,4.32,4.35,2.73,51.3,0.99,0.92,Near Colorless,Slightly Included
0.32,Good,F,VVS1,63.8,54.0,939,4.38,4.31,2.77,52.29,1.02,0.85,Colorless,Very Very Slightly Included
0.31,Ideal,D,VVS2,61.9,56.0,766,4.37,4.39,2.71,51.99,1.0,0.9,Colorless,Very Very Slightly Included
0.58,Ideal,F,VS1,60.4,57.0,2245,5.42,5.37,3.26,94.88,1.01,0.94,Colorless,Very Slightly Included
0.3,Ideal,H,VS1,61.6,57.0,526,4.3,4.33,2.66,49.53,0.99,0.93,Near Colorless,Very Slightly Included
1.21,Very Good,F,VS1,62.3,58.0,10009,6.76,6.85,4.24,196.34,0.99,0.93,Colorless,Very Slightly Included
1.44,Premium,J,SI2,58.2,58.0,4064,7.39,7.35,4.29,233.02,1.01,1.0,Near Colorless,Slightly Included
1.03,Premium,E,VS2,62.9,61.0,6922,6.42,6.36,4.02,164.14,1.01,0.97,Colorless,Very Slightly Included
1.53,Premium,G,SI1,62.3,58.0,11421,7.35,7.3,4.56,244.67,1.01,0.93,Near Colorless,Slightly Included
0.65,Ideal,F,VS1,62.2,57.0,2340,5.6,5.53,3.46,107.15,1.01,0.92,Colorless,Very Slightly Included
1.58,Ideal,D,SI2,62.5,55.0,11428,7.39,7.45,4.64,255.46,0.99,0.88,Colorless,Slightly Included
0.31,Good,E,SI1,63.4,55.0,544,4.32,4.33,2.74,51.25,1.0,0.87,Colorless,Slightly Included
1.01,Ideal,E,VVS2,61.7,57.0,11400,6.42,6.44,3.97,164.14,1.0,0.92,Colorless,Very Very Slightly Included
0.3,Ideal,E,VVS1,62.5,54.0,979,4.32,4.29,2.69,49.85,1.01,0.86,Colorless,Very Very Slightly Included
1.7,Ideal,I,SI1,62.4,56.0,11228,7.68,7.64,4.78,280.47,1.01,0.9,Near Colorless,Slightly Included
1.24,Ideal,F,VS1,61.5,54.0,10138,6.93,6.89,4.25,202.93,1.01,0.88,Colorless,Very Slightly Included
1.32,Very Good,H,SI2,63.0,59.0,6085,6.91,6.99,4.38,211.56,0.99,0.94,Near Colorless,Slightly Included
0.41,Good,G,SI2,63.7,55.0,732,4.75,4.7,3.01,67.2,1.01,0.86,Near Colorless,Slightly Included
0.38,Ideal,D,VS1,62.0,57.0,942,4.7,4.69,2.91,64.15,1.0,0.92,Colorless,Very Slightly Included
0.7,Good,G,SI1,64.0,55.0,1915,5.59,5.62,3.59,112.78,0.99,0.86,Near Colorless,Slightly Included
0.36,Ideal,D,SI1,62.0,56.0,851,4.61,4.55,2.84,59.57,1.01,0.9,Colorless,Slightly Included
0.73,Ideal,E,VS2,62.7,56.0,3077,5.75,5.8,3.62,120.73,0.99,0.89,Colorless,Very Slightly Included
0.9,Ideal,G,VS2,61.7,56.0,4773,6.19,6.26,3.84,148.8,0.99,0.91,Near Colorless,Very Slightly Included
1.08,Very Good,G,VVS2,63.1,56.0,7862,6.58,6.51,4.13,176.91,1.01,0.89,Near Colorless,Very Very Slightly Included
0.52,Ideal,E,VS2,60.5,56.0,1897,5.27,5.21,3.17,87.04,1.01,0.93,Colorless,Very Slightly Included
0.34,Ideal,E,SI2,61.3,55.0,454,4.49,4.52,2.76,56.01,0.99,0.9,Colorless,Slightly Included
1.71,Very Good,I,VS2,62.8,59.0,11850,7.52,7.58,4.74,270.19,0.99,0.94,Near Colorless,Very Slightly Included
1.0,Very Good,H,SI1,63.6,54.0,4467,6.33,6.37,4.04,162.9,0.99,0.85,Near Colorless,Slightly Included
0.59,Ideal,G,VVS2,62.2,56.0,1966,5.37,5.4,3.35,97.14,0.99,0.9,Near Colorless,Very Very Slightly Included
0.8,Ideal,D,SI1,62.7,57.0,3564,5.88,5.92,3.7,128.8,0.99,0.91,Colorless,Slightly Included
0.65,Very Good,I,VVS1,61.8,56.0,1801,5.53,5.57,3.43,105.65,0.99,0.91,Near Colorless,Very Very Slightly Included
1.06,Ideal,I,VS2,60.3,57.0,5516,6.61,6.66,4.01,176.53,0.99,0.95,Near Colorless,Very Slightly Included
1.7,Good,G,VS1,63.5,56.0,14445,7.53,7.64,4.82,277.29,0.99,0.88,Near Colorless,Very Slightly Included
2.05,Premium,G,SI2,58.7,60.0,17988,8.4,8.32,4.91,343.15,1.01,1.02,Near Colorless,Slightly Included
0.58,Ideal,F,SI1,62.2,57.0,1705,5.37,5.33,3.33,95.31,1.01,0.92,Colorless,Slightly Included
0.59,Ideal,G,VS2,61.7,55.0,2159,5.38,5.41,3.33,96.92,0.99,0.89,Near Colorless,Very Slightly Included
1.01,Very Good,F,SI2,62.2,58.0,4121,6.36,6.4,3.97,161.59,0.99,0.93,Colorless,Slightly Included
0.33,Ideal,F,VS2,61.2,54.0,666,4.47,4.49,2.74,54.99,1.0,0.88,Colorless,Very Slightly Included
0.32,Ideal,F,VVS1,61.8,55.0,990,4.41,4.36,2.71,52.11,1.01,0.89,Colorless,Very Very Slightly Included
0.9,Ideal,I,SI1,61.6,55.0,3908,6.2,6.22,3.82,147.31,1.0,0.89,Near Colorless,Slightly Included
1.71,Ideal,E,SI2,61.9,57.0,11816,7.69,7.65,4.75,279.44,1.01,0.92,Colorless,Slightly Included
0.34,Ideal,D,VVS2,60.1,57.0,918,4.54,4.58,2.74,56.97,0.99,0.95,Colorless,Very Very Slightly Included
0.5,Premium,H,IF,60.3,58.0,1846,5.14,5.18,3.11,82.8,0.99,0.96,Near Colorless,Internally Flawless
0.53,Very Good,G,VS2,60.1,59.0,1449,5.22,5.26,3.15,86.49,0.99,0.98,Near Colorless,Very Slightly Included
0.33,Ideal,E,VVS1,61.9,57.0,1374,4.46,4.43,2.75,54.33,1.01,0.92,Colorless,Very Very Slightly Included
0.33,Ideal,H,VS1,61.5,56.0,743,4.47,4.44,2.74,54.38,1.01,0.91,Near Colorless,Very Slightly Included
1.0,Premium,D,VS1,62.2,55.0,8333,6.46,6.4,4.0,165.38,1.01,0.88,Colorless,Very Slightly Included
0.74,Very Good,G,SI1,61.6,58.0,2690,5.78,5.81,3.57,119.89,0.99,0.94,Near Colorless,Slightly Included
1.01,Ideal,E,SI2,61.2,54.0,4751,6.52,6.49,3.98,168.41,1.0,0.88,Colorless,Slightly Included
0.5,Very Good,E,SI2,63.0,57.0,1098,5.01,5.05,3.17,80.2,0.99,0.9,Colorless,Slightly Included
0.41,Good,F,SI1,64.4,56.0,659,4.69,4.72,3.03,67.07,0.99,0.87,Colorless,Slightly Included
0.3,Very Good,D,VS1,62.0,55.0,863,4.31,4.35,2.68,50.25,0.99,0.89,Colorless,Very Slightly Included
0.35,Ideal,D,VS1,61.2,56.0,1035,4.54,4.58,2.79,58.01,0.99,0.92,Colorless,Very Slightly Included
2.0,Fair,H,SI1,61.2,50.0,13764,8.17,8.08,4.97,328.09,1.01,0.82,Near Colorless,Slightly Included
1.0,Premium,F,SI1,62.5,59.0,5152,6.39,6.34,3.98,161.24,1.01,0.94,Colorless,Slightly Included
1.72,Ideal,H,VS2,61.9,56.0,15197,7.7,7.75,4.78,285.25,0.99,0.9,Near Colorless,Very Slightly Included
0.5,Very Good,J,SI1,63.3,60.0,963,4.99,4.97,3.15,78.12,1.0,0.95,Near Colorless,Slightly Included
1.58,Ideal,E,SI1,61.4,55.0,11294,7.53,7.5,4.61,260.35,1.0,0.9,Colorless,Slightly Included
0.52,Ideal,E,VS2,62.2,56.0,1815,5.15,5.11,3.19,83.95,1.01,0.9,Colorless,Very Slightly Included
